Species;Height_gen;Height_veg;Height_veg&gen;LDMC;Leaf_area;Leaf_area1;Leaf_area2;Leaf_area3;Leaf_area4;Leaf_area5;Leaf_area6;Leaf_area7;Leaf_dry_mass;Leaf_fresh_mass;Leaf_length;Leaf_mass;Leaf_width;LeafArBRIT6CLASSFACTORIAL;Seed_dry_mass;Seed_number_per_inflorescence;Seed_number_per_plant;Seed_number_per_plant_BRIT5CLASSFACTORIAL;Seedmass;SLA;SLA1;SLA2;SLA3;SLA4;SLA5;sum_all_traits;Height_Grouped;Leaf_Grouped;Seed_Grouped;sum_Grouped;Height_veg_Selected;LDMC_Selected;Leaf_area_Selected;Leaf_dry_mass_Selected;Seed_dry_mass_Selected;Seed_number_per_plant_Selected;SLA2_Selected;sum_Selected
Eleocharis palustris;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;1;1;1;3;1;1;0;0;1;1;0;4
Eleocharis parvula;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Eleocharis quinqueflora;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Eleocharis uniglumis;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;11;1;1;1;3;1;1;1;1;1;0;0;5
Eleogiton fluitans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elymus alaskanus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elymus caninus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Elymus fibrosus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elymus mutabilis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0
Elytrigia juncea;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;5;0;1;1;2;0;1;1;0;0;1;0;3
Elytrigia repens;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;20;1;1;1;3;1;0;0;1;1;1;1;5
Empetrum nigrum;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;25;1;1;1;3;1;1;1;1;1;1;1;7
Epilobium alsinifolium;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;10;1;1;1;3;1;0;0;1;1;0;0;3
Epilobium anagallidifolium;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Epilobium collinum;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;6;1;0;1;2;1;0;0;0;1;1;0;3
Epilobium davuricum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Epilobium hirsutum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Epilobium hornemannii;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Epilobium lactiflorum;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;4;1;0;1;2;1;0;0;0;1;1;0;3
Epilobium laestadii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Epilobium montanum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Epilobium obscurum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Epilobium palustre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Epilobium parviflorum;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Epipactis atrorubens;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Epipactis helleborine;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Epipactis palustris;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Epipogium aphyllum;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;1
Equisetum arvense;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;0;18;1;1;0;2;1;1;1;1;0;0;1;5
Equisetum fluviatile;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;10;1;1;0;2;1;1;1;1;0;0;1;5
Equisetum hyemale;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;12;1;1;0;2;1;1;1;1;0;0;1;5
Equisetum palustre;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;1;1;0;2;1;1;0;1;0;0;1;4
Equisetum pratense;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;1;1;0;2;1;1;1;0;0;0;0;3
Equisetum scirpoides;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;1;1;0;2;1;1;1;1;0;0;0;4
Equisetum sylvaticum;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;14;1;1;0;2;1;1;1;1;0;0;1;5
Equisetum variegatum;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;11;1;1;0;2;1;1;1;1;0;0;0;4
Erica cinerea;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;17;1;1;1;3;1;1;1;1;1;0;0;5
Erica tetralix;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Erigeron acris;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;4;1;1;1;3;1;0;0;0;1;0;0;2
Erigeron borealis;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Erigeron eriocephalus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Erigeron humilis;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;1;0;2;1;0;1;1;0;0;0;3
Erigeron uniflorus;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;15;1;1;1;3;1;1;1;1;1;0;1;6
Eriophorum ×medium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eriophorum angustifolium;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Eriophorum brachyantherum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eriophorum gracile;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;5;1;0;1;2;1;0;0;0;1;0;0;2
Eriophorum latifolium;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Eriophorum russeolum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eriophorum scheuchzeri;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;11;1;1;1;3;1;1;1;1;1;1;0;6
Eriophorum vaginatum;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Eryngium maritimum;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Erysimum strictum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eupatorium cannabinum;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Euphorbia palustris;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Euphorbia paralias;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;1;0;1
Euphrasia arctica;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;2;1;0;0;0;0;0;0;1
Euphrasia confusa;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;2;1;0;0;0;0;0;0;1
Euphrasia foulaensis;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;1;1;1;3;1;0;0;0;1;0;0;2
Euphrasia hyperborea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Euphrasia micrantha;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;2;1;0;0;0;0;0;0;1
Euphrasia nemorosa;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Euphrasia salisburgensis;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;5;1;1;0;2;1;1;0;0;0;0;0;2
Euphrasia scottica;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;2;1;0;0;0;0;0;0;1
Euphrasia stricta;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;1;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Euphrasia tetraquetra;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;5;1;1;1;3;1;0;0;0;1;0;0;2
Euphrasia wettsteinii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eurybia sibirica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
Fagus sylvatica;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;22;1;1;1;3;1;1;1;1;1;1;1;7
Fallopia dumetorum;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Festuca ovina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Festuca prolifera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Festuca rubra;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;25;1;1;1;3;1;1;1;1;1;1;1;7
Festuca trachyphylla;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Festuca vivipara;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;13;1;1;0;2;1;1;1;1;0;0;1;5
Ficaria verna;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;14;1;1;1;3;1;0;0;1;1;1;1;5
Filago arvensis;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;8;1;1;1;3;1;0;0;1;1;1;1;5
Filipendula ulmaria;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Filipendula vulgaris;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;0;1;1;1;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Fragaria vesca;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Fragaria viridis;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;1;1;0;0;16;1;1;1;3;1;1;1;1;1;0;1;6
Frangula alnus;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Fraxinus excelsior;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;22;1;1;1;3;1;1;1;1;1;1;1;7
Fumaria muralis;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;10;1;1;1;3;1;1;1;1;0;0;0;4
Gagea lutea;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Galeopsis bifida;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;11;1;1;1;3;1;0;0;1;1;1;0;4
Galeopsis tetrahit;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Galium aparine;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Galium boreale;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Galium elongatum;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Galium odoratum;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Galium palustre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Galium saxatile;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Galium sterneri;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Galium trifidum;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Galium triflorum;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;5;0;1;1;2;0;0;0;0;1;0;0;1
Galium uliginosum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Galium verum;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Genista tinctoria;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Gentiana nivalis;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Gentiana pneumonanthe;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Gentiana purpurea;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;0;0;0;0
Gentianella amarella;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;0;18;1;1;1;3;1;1;1;1;1;1;0;6
Gentianella aurea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gentianella campestris;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;14;1;1;1;3;1;0;0;1;1;1;1;5
Gentianella uliginosa;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;11;1;1;1;3;1;0;1;1;1;0;1;5
Gentianopsis detonsa;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Geranium bohemicum;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;7;1;0;1;2;1;0;0;0;1;1;0;3
Geranium columbinum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Geranium lucidum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;13;1;1;1;3;1;1;1;1;1;0;0;5
Geranium molle;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Geranium pratense;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;18;1;1;1;3;1;1;1;1;1;1;0;6
Geranium robertianum;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Geranium sanguineum;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Geranium sylvaticum;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Geum rivale;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;21;1;1;1;3;1;1;1;1;1;1;1;7
Geum urbanum;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;19;1;1;1;3;1;1;1;1;1;1;1;7
Glaucium flavum;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Glaux maritima;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Glechoma hederacea;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Glyceria declinata;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;13;1;1;1;3;1;1;1;1;1;1;0;6
Glyceria fluitans;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Glyceria lithuanica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glyceria notata;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;7;1;1;1;3;1;0;0;1;1;0;0;3
Gnaphalium uliginosum;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;13;1;1;1;3;1;0;0;1;1;1;1;5
Goodyera repens;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;12;1;1;1;3;1;0;0;1;1;1;0;4
Gymnadenia conopsea;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Gymnocarpium dryopteris;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;18;1;1;0;2;1;1;1;1;0;0;1;5
Gymnocarpium robertianum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;2;1;1;1;1;0;0;0;4
Hammarbya paludosa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Harrimanella hypnoides;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Hedera helix;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;24;1;1;1;3;1;1;1;1;1;1;1;7
Helianthemum nummularium;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;25;1;1;1;3;1;1;1;1;1;1;1;7
Hepatica nobilis;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Heracleum sphondylium;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Herminium monorchis;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;7;1;1;1;3;1;0;0;0;0;0;1;2
Hieracium alpinum;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;15;1;1;1;3;1;1;1;1;1;0;1;6
Hieracium argillaceum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium atratum ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium bifidum;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;7;1;1;0;2;1;0;0;1;0;0;1;3
Hieracium bifidum ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium caesium;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;1
Hieracium caesium ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium crocatum ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
